time,x_true,y_true,yaw_true,nkf_x,nkf_y,nkf_yaw,ekf_x,ekf_y,ekf_yaw,ukf_x,ukf_y,ukf_yaw,nkf_xy_error,nkf_yaw_error,ekf_xy_error,ekf_yaw_error,ukf_xy_error,ukf_yaw_error
220.248,3.30699,0.6768,2.1995,3.29834,0.672405,8.43977,3.24174,0.765173,8.41237,3.29219,0.670319,8.43795,0.00970045,0.0397307,0.10985,0.0671283,0.0161568,0.0415513
220.259,3.30682,0.677574,2.201,3.2967,0.673046,8.46677,3.23948,0.766744,8.41405,3.29057,0.670981,8.46497,0.0110831,0.0142263,0.111743,0.0669459,0.0175411,0.0160316
220.299,3.30584,0.68097,2.2053,3.29601,0.674032,8.46677,3.23884,0.767766,8.41405,3.28987,0.671968,8.46497,0.01203,0.0185263,0.109649,0.0712459,0.0183278,0.0203316
220.309,3.30541,0.681626,2.205,3.29486,0.675675,8.46677,3.23777,0.769469,8.41405,3.28872,0.673613,8.46497,0.012118,0.0182263,0.11087,0.0709459,0.0185141,0.0200316
220.339,3.30422,0.682563,2.203,3.29443,0.676277,8.46677,3.23738,0.770093,8.41405,3.2883,0.674216,8.46497,0.0116322,0.0162263,0.110135,0.0689459,0.017976,0.0180316
220.349,3.30278,0.683091,2.2004,3.29351,0.677591,8.46677,3.23652,0.771455,8.41405,3.28738,0.675532,8.46497,0.0107792,0.0136263,0.110445,0.0663459,0.0171563,0.0154316
220.37,3.30213,0.683302,2.1995,3.29293,0.678412,8.46677,3.23599,0.772307,8.41405,3.2868,0.676354,8.46497,0.0104137,0.0127263,0.110888,0.0654459,0.0168252,0.0145316
220.38,3.30122,0.683923,2.1991,3.29262,0.67885,8.46677,3.2357,0.772761,8.41405,3.2865,0.676793,8.46497,0.00997804,0.0123263,0.110382,0.0650459,0.0163569,0.0141316
220.4,3.30082,0.684979,2.2003,3.29147,0.680493,8.46677,3.23464,0.774464,8.41405,3.28534,0.678437,8.46497,0.0103754,0.0135263,0.111304,0.0662459,0.0168063,0.0153316
220.421,3.30072,0.68644,2.2029,3.29112,0.680985,8.46677,3.23432,0.774975,8.41405,3.285,0.67893,8.46497,0.0110361,0.0161263,0.110668,0.0688459,0.0174202,0.0179316
220.431,3.30062,0.688082,2.2058,3.29082,0.681423,8.46677,3.23403,0.775429,8.41405,3.28469,0.679369,8.46497,0.0118502,0.0190263,0.109833,0.0717459,0.018154,0.0208316
220.451,3.30042,0.688829,2.207,3.28989,0.682736,8.46677,3.23318,0.776791,8.41405,3.28377,0.680684,8.46497,0.0121679,0.0202263,0.110723,0.0729459,0.0185394,0.0220316
220.459,3.30008,0.689457,2.2079,3.28978,0.6829,8.46677,3.23307,0.776961,8.41405,3.28365,0.680848,8.46497,0.0122117,0.0211263,0.110214,0.0738459,0.0185431,0.0229316
220.471,3.2996,0.689954,2.2082,3.28924,0.683666,8.46677,3.23257,0.777756,8.41405,3.28312,0.681615,8.46497,0.0121166,0.0214263,0.11046,0.0741459,0.0184674,0.0232316
220.481,3.299,0.690347,2.2079,3.28897,0.684049,8.46677,3.23232,0.778153,8.41405,3.28285,0.681999,8.46497,0.0118436,0.0211263,0.110253,0.0738459,0.0181799,0.0229316
220.522,3.29579,0.691819,2.2012,3.2873,0.685998,8.47225,3.22944,0.780638,8.41582,3.2812,0.683955,8.47011,0.0102953,0.00895281,0.110866,0.0653785,0.0165802,0.011091
220.553,3.29491,0.692932,2.1993,3.28617,0.68758,8.47225,3.22841,0.782282,8.41582,3.28007,0.68554,8.47011,0.0102441,0.00705281,0.111383,0.0634785,0.0165763,0.00919105
220.561,3.2945,0.69445,2.2,3.28583,0.688072,8.47225,3.22808,0.782792,8.41582,3.27972,0.686032,8.47011,0.010765,0.00775281,0.110521,0.0641785,0.0170026,0.00989105
220.573,3.29436,0.695288,2.2011,3.28536,0.688726,8.47225,3.22766,0.783473,8.41582,3.27926,0.686688,8.47011,0.0111372,0.00885281,0.11057,0.0652785,0.0173759,0.010991
220.604,3.294,0.696922,2.2038,3.28412,0.690472,8.47225,3.22651,0.785287,8.41582,3.27802,0.688436,8.47011,0.0118032,0.0115528,0.11119,0.0679785,0.0180939,0.013691
220.614,3.29316,0.698736,2.2066,3.28377,0.690963,8.47225,3.22619,0.785797,8.41582,3.27767,0.688928,8.47011,0.0121922,0.0143528,0.109838,0.0707785,0.018332,0.016491
220.635,3.29273,0.699132,2.2069,3.28264,0.692545,8.47225,3.22516,0.787442,8.41582,3.27655,0.690512,8.47011,0.0120483,0.0146528,0.111197,0.0710785,0.0183323,0.016791
220.665,3.29083,0.700128,2.2047,3.2821,0.693309,8.47225,3.22466,0.788235,8.41582,3.27601,0.691277,8.47011,0.0110801,0.0124528,0.110191,0.0688785,0.017264,0.014591
220.686,3.29012,0.700542,2.2031,3.28105,0.694781,8.47225,3.22369,0.789766,8.41582,3.27497,0.692752,8.47011,0.0107437,0.0108528,0.111236,0.0672785,0.0170399,0.012991
220.693,3.28947,0.701029,2.2013,3.28082,0.695108,8.47225,3.22348,0.790107,8.41582,3.27473,0.69308,8.47011,0.0104844,0.00905281,0.11086,0.0654785,0.0167456,0.011191
220.706,3.2889,0.701587,2.1996,3.28047,0.695599,8.47225,3.22316,0.790617,8.41582,3.27439,0.693571,8.47011,0.0103423,0.00735281,0.110673,0.0637785,0.0165832,0.00949105
220.716,3.28799,0.702923,2.1978,3.28012,0.69609,8.47225,3.22284,0.791127,8.41582,3.27404,0.694063,8.47011,0.0104222,0.00555281,0.109659,0.0619785,0.0165289,0.00769105
220.737,3.28767,0.703659,2.198,3.27892,0.69778,8.47225,3.22173,0.792885,8.41582,3.27284,0.695756,8.47011,0.0105385,0.00575281,0.110944,0.0621785,0.0168013,0.00789105
220.757,3.28717,0.706454,2.2034,3.27822,0.698762,8.47225,3.22109,0.793906,8.41582,3.27214,0.696738,8.47011,0.0118003,0.0111528,0.10961,0.0675785,0.0178936,0.013291
220.778,3.28706,0.707048,2.2049,3.27756,0.699688,8.47225,3.22048,0.794869,8.41582,3.27149,0.697667,8.47011,0.0120158,0.0126528,0.110207,0.0690785,0.0181815,0.014791
220.798,3.28647,0.708063,2.2071,3.27644,0.701269,8.47225,3.21945,0.796514,8.41582,3.27037,0.69925,8.47011,0.0121186,0.0148528,0.110977,0.0712785,0.018361,0.016991
220.829,3.2847,0.709209,2.2051,3.27504,0.703231,8.47225,3.21816,0.798555,8.41582,3.26897,0.701215,8.47011,0.0113617,0.0128528,0.111403,0.0692785,0.017645,0.014991
220.87,3.28269,0.710346,2.1989,3.27399,0.70471,8.47388,3.21719,0.800093,8.41745,3.26793,0.702695,8.47174,0.010366,0.00502084,0.111105,0.0614465,0.0166292,0.00715907
220.88,3.28173,0.711426,2.1968,3.27289,0.706244,8.48286,3.21618,0.801691,8.42643,3.26683,0.704233,8.48072,0.0102468,6.27394,0.111556,0.0503705,0.0165473,6.27608
220.91,3.2812,0.713573,2.1992,3.27208,0.707353,8.48938,3.21543,0.802847,8.43296,3.26602,0.705343,8.48724,0.0110386,6.26982,0.110884,0.0462425,0.0172665,6.27196
220.921,3.28109,0.715095,2.2029,3.27152,0.708112,8.49387,3.21491,0.803638,8.43745,3.26546,0.706104,8.49173,0.011845,6.26903,0.110539,0.0454545,0.0180282,6.27117
220.931,3.28098,0.715752,2.2045,3.27003,0.710105,8.5057,3.21354,0.805716,8.44928,3.26398,0.708099,8.50356,0.0123225,6.2588,0.11244,0.0352225,0.0186486,6.26094
220.952,3.28079,0.716299,2.2055,3.26977,0.710446,8.50774,3.21329,0.806072,8.45132,3.26372,0.708441,8.5056,0.0124819,6.25776,0.112319,0.0341825,0.0187986,6.2599
220.957,3.2805,0.716721,2.2058,3.26956,0.710718,8.50938,3.2131,0.806357,8.45295,3.26351,0.708713,8.50724,0.0124811,6.25642,0.112151,0.0328505,0.018787,6.25856
220.961,3.2801,0.717027,2.2055,3.26925,0.711126,8.51182,3.21281,0.806783,8.4554,3.2632,0.709122,8.50968,0.0123561,6.25368,0.112181,0.0301026,0.0186641,6.25582
220.982,3.27959,0.717246,2.2045,3.26767,0.713156,8.52406,3.21134,0.808905,8.46764,3.26162,0.711156,8.52192,0.0126009,6.24044,0.114274,0.0168625,0.0189702,6.24258
220.997,3.27899,0.717407,2.2033,3.26751,0.713358,8.52529,3.21119,0.809116,8.46886,3.26146,0.711358,8.52315,0.012177,6.23801,0.114049,0.0144386,0.0185452,6.24015
221.002,3.27779,0.717798,2.2005,3.26692,0.714096,8.52978,3.21065,0.809888,8.47335,3.26088,0.712097,8.52764,0.0114814,6.23072,0.113967,0.00715049,0.0178484,6.23286
221.012,3.27727,0.71814,2.1993,3.26649,0.714631,8.53304,3.21025,0.810448,8.47661,3.26045,0.712633,8.5309,0.0113372,6.22626,0.114074,0.00268653,0.0177029,6.2284
221.043,3.27685,0.718617,2.1986,3.26487,0.716626,8.54528,3.20873,0.812537,8.48885,3.25883,0.714631,8.54314,0.0121506,6.21332,0.116022,6.26975,0.0184616,6.21546
221.064,3.27596,0.720723,2.1994,3.26388,0.717813,8.55262,3.20781,0.813782,8.4962,3.25784,0.71582,8.55048,0.0124225,6.20678,0.115341,6.2632,0.0187659,6.20892
221.084,3.2754,0.722491,2.2014,3.26222,0.719775,8.56486,3.20626,0.815842,8.50844,3.25619,0.717787,8.56272,0.0134621,6.19654,0.116169,6.25296,0.0197859,6.19868
221.125,3.27385,0.725919,2.2133,3.26036,0.72191,8.57833,3.20452,0.818085,8.5219,3.25433,0.719925,8.57619,0.0140701,6.19497,0.11533,6.2514,0.0204152,6.19711
221.145,3.27309,0.727126,2.2239,3.25945,0.722935,8.58486,3.20367,0.819164,8.52843,3.25343,0.720953,8.58272,0.0142681,6.19904,0.115284,6.25547,0.0206115,6.20118
221.146,3.27257,0.727617,2.2329,3.25894,0.72351,8.58853,3.20318,0.819768,8.5321,3.25291,0.721528,8.58639,0.0142337,6.20437,0.11535,6.2608,0.0205751,6.20651
221.166,3.27234,0.727615,2.2363,3.25745,0.725147,8.59302,3.20179,0.821492,8.53659,3.25143,0.723168,8.59088,0.0150872,6.20328,0.11743,6.25971,0.0213734,6.20542
221.196,3.27151,0.727502,2.2449,3.25678,0.725887,8.59302,3.20115,0.822272,8.53659,3.25076,0.72391,8.59088,0.0148169,6.21188,0.118028,6.26831,0.0210575,6.21402
221.216,3.27123,0.727654,2.248,3.25565,0.72712,8.59302,3.2001,0.823572,8.53659,3.24964,0.725146,8.59088,0.0155885,6.21498,0.119417,6.27141,0.0217422,6.21712
221.237,3.27102,0.727953,2.2516,3.25502,0.72781,8.59302,3.19951,0.8243,8.53659,3.24901,0.725837,8.59088,0.0159937,6.21858,0.119986,6.27501,0.0221107,6.22072
221.267,3.27044,0.730254,2.2691,3.25318,0.729833,8.59302,3.19777,0.826431,8.53659,3.24717,0.727864,8.59088,0.017266,6.23608,0.120544,0.0125105,0.0233953,6.23822
221.298,3.26915,0.73233,2.2809,3.25228,0.730819,8.59302,3.19693,0.827471,8.53659,3.24627,0.728852,8.59088,0.0169312,6.24788,0.119446,0.0243105,0.0231365,6.25002
221.308,3.26856,0.732727,2.2833,3.25084,0.732397,8.59302,3.19557,0.829135,8.53659,3.24484,0.730433,8.59088,0.0177197,6.25028,0.120919,0.0267105,0.0238339,6.25242
221.332,3.26795,0.7331,2.2853,3.25062,0.732643,8.59302,3.19536,0.829395,8.53659,3.24461,0.73068,8.59088,0.0173373,6.25228,0.120588,0.0287105,0.0234625,6.25442
221.359,3.26582,0.734706,2.2839,3.24887,0.734565,8.59302,3.19371,0.831422,8.53659,3.24287,0.732606,8.59088,0.0169536,6.25088,0.120637,0.0273105,0.0230509,6.25302
221.376,3.26529,0.735304,2.2825,3.24873,0.734713,8.59302,3.19359,0.831578,8.53659,3.24273,0.732754,8.59088,0.01657,6.24948,0.120043,0.0259105,0.0227048,6.25162
221.4,3.26434,0.736769,2.2813,3.24725,0.736339,8.59302,3.19219,0.833294,8.53659,3.24125,0.734383,8.59088,0.0170939,6.24828,0.120508,0.0247105,0.0232097,6.25042
221.42,3.2631,0.739227,2.2828,3.24649,0.737177,8.59302,3.19147,0.834177,8.53659,3.24049,0.735222,8.59088,0.0167408,6.24978,0.118937,0.0262105,0.0229632,6.25192
221.44,3.26272,0.739627,2.2839,3.24595,0.737768,8.59302,3.19097,0.834801,8.53659,3.23995,0.735815,8.59088,0.0168764,6.25088,0.119193,0.0273105,0.023086,6.25302
221.45,3.26229,0.739975,2.2851,3.24451,0.739344,8.59302,3.18962,0.836465,8.53659,3.23852,0.737394,8.59088,0.0177919,6.25208,0.120799,0.0285105,0.0239124,6.25422
221.481,3.26051,0.741282,2.289,3.24393,0.739984,8.59302,3.18907,0.837141,8.53659,3.23794,0.738035,8.59088,0.0166263,6.25598,0.119551,0.0324105,0.0227986,6.25812
221.501,3.26006,0.74172,2.2896,3.24258,0.741461,8.59302,3.1878,0.8387,8.53659,3.2366,0.739515,8.59088,0.0174753,6.25658,0.12094,0.0330105,0.0235643,6.25872
221.522,3.25895,0.743437,2.2902,3.24222,0.741855,8.59302,3.18746,0.839116,8.53659,3.23624,0.73991,8.59088,0.0168003,6.25718,0.119437,0.0336105,0.0229846,6.25932
221.532,3.25861,0.744093,2.2902,3.24178,0.742347,8.59302,3.18704,0.839636,8.53659,3.23579,0.740403,8.59088,0.0169289,6.25718,0.119381,0.0336105,0.0231207,6.25932
221.552,3.25825,0.744752,2.2902,3.24052,0.743726,8.59302,3.18585,0.841092,8.53659,3.23454,0.741784,8.59088,0.0177644,6.25718,0.120512,0.0336105,0.0239024,6.25932
221.562,3.25784,0.745389,2.2902,3.2403,0.743972,8.59302,3.18564,0.841352,8.53659,3.23431,0.742031,8.59088,0.0176039,6.25718,0.12009,0.0336105,0.0237674,6.25932
221.583,3.25622,0.747013,2.2894,3.23886,0.745547,8.59302,3.18429,0.843015,8.53659,3.23288,0.743609,8.59088,0.0174216,6.25638,0.11996,0.0328105,0.0235857,6.25852
221.634,3.25366,0.748833,2.2888,3.23639,0.748253,8.59302,3.18197,0.845875,8.53659,3.23042,0.746321,8.59088,0.0172759,6.25578,0.120653,0.0322105,0.0233748,6.25792
221.654,3.25342,0.749287,2.2895,3.23626,0.748401,8.59302,3.18184,0.846031,8.53659,3.23029,0.746469,8.59088,0.0171823,6.25648,0.120345,0.0329105,0.0233035,6.25862
221.657,3.25307,0.750457,2.2919,3.23595,0.748745,8.59302,3.18154,0.846394,8.53659,3.22997,0.746814,8.59088,0.0172112,6.25888,0.119667,0.0353105,0.0233837,6.26102
221.664,3.25286,0.751146,2.2934,3.23554,0.749188,8.59302,3.18116,0.846862,8.53659,3.22957,0.747258,8.59088,0.0174306,6.26038,0.119593,0.0368105,0.0236141,6.26252
221.695,3.25257,0.751861,2.2945,3.23615,0.749236,8.56691,3.17946,0.847802,8.53783,3.23013,0.74737,8.56507,0.0166253,0.00759396,0.120622,0.0366733,0.0228858,0.00942728
221.702,3.25217,0.75256,2.2953,3.23593,0.749489,8.56691,3.17925,0.848062,8.53783,3.22991,0.747623,8.56507,0.0165285,0.00839396,0.120162,0.0374733,0.022805,0.0102273
221.707,3.25168,0.753198,2.2953,3.2358,0.749641,8.56691,3.17912,0.848218,8.53783,3.22978,0.747776,8.56507,0.0162729,0.00839396,0.119557,0.0374733,0.0225639,0.0102273
221.715,3.25109,0.753755,2.2945,3.23545,0.750046,8.56691,3.17878,0.848633,8.53783,3.22943,0.748182,8.56507,0.0160762,0.00759396,0.119293,0.0366733,0.0223705,0.00942728
221.736,3.2504,0.754237,2.2929,3.23418,0.751515,8.56691,3.17755,0.850139,8.53783,3.22816,0.749653,8.56507,0.0164494,0.00599396,0.120434,0.0350733,0.0227101,0.00782728
221.766,3.24733,0.755636,2.2863,3.2333,0.752528,8.56691,3.17671,0.851178,8.53783,3.22729,0.750668,8.56507,0.0143683,6.27939,0.118812,0.0284733,0.0206528,0.00122728
221.777,3.2468,0.756046,2.286,3.23252,0.75344,8.56691,3.17595,0.852113,8.53783,3.2265,0.751581,8.56507,0.0145151,6.27909,0.119367,0.0281733,0.0207811,0.000927283
221.797,3.24616,0.75715,2.2878,3.23125,0.754908,8.56691,3.17472,0.853619,8.53783,3.22523,0.753052,8.56507,0.0150853,0.000893964,0.120046,0.0299733,0.0213291,0.00272728
221.848,3.24573,0.76019,2.2964,3.22971,0.75668,8.56691,3.17324,0.855437,8.53783,3.2237,0.754827,8.56507,0.0163925,0.00949396,0.119695,0.0385733,0.0226667,0.0113273
221.858,3.24519,0.761451,2.2984,3.2291,0.757389,8.56691,3.17264,0.856164,8.53783,3.22309,0.755536,8.56507,0.0165929,0.011494,0.119304,0.0405733,0.0228753,0.0133273
221.878,3.24395,0.762258,2.2972,3.22766,0.759059,8.56691,3.17125,0.857878,8.53783,3.22165,0.75721,8.56507,0.0166045,0.010294,0.120121,0.0393733,0.0228642,0.0121273
221.909,3.24161,0.762981,2.2913,3.227,0.759819,8.56691,3.17061,0.858657,8.53783,3.221,0.75797,8.56507,0.0149443,0.00439396,0.119139,0.0334733,0.0212113,0.00622728
221.911,3.24094,0.763282,2.2894,3.22665,0.760223,8.56691,3.17027,0.859072,8.53783,3.22065,0.758375,8.56507,0.0146106,0.00249396,0.119034,0.0315733,0.020876,0.00432728
221.939,3.24037,0.76368,2.2882,3.22637,0.759818,8.57392,3.16833,0.860385,8.54711,3.22034,0.75794,8.57254,0.0145225,6.27428,0.120587,0.0210898,0.0208304,6.27566
221.949,3.23933,0.76553,2.2894,3.22586,0.7604,8.57759,3.16784,0.860981,8.55078,3.21983,0.758522,8.57621,0.0144166,6.27181,0.119258,0.0186178,0.0207176,6.27319
221.96,3.2392,0.766317,2.291,3.22529,0.761044,8.58167,3.16728,0.86164,8.55486,3.21927,0.759167,8.58029,0.0148762,6.26933,0.119408,0.0161378,0.0211764,6.27071
221.99,3.23912,0.767129,2.2929,3.22345,0.763089,8.59473,3.1655,0.863735,8.56792,3.21743,0.761215,8.59335,0.0161851,6.25817,0.121462,0.00498185,0.0224844,6.25955
222.011,3.23816,0.769713,2.2987,3.2224,0.764229,8.60207,3.16448,0.864903,8.57526,3.21638,0.762356,8.60069,0.0166812,6.25663,0.12037,0.0034378,0.0229815,6.25801
222.031,3.23762,0.770073,2.2988,3.22076,0.765987,8.6135,3.16289,0.866706,8.58669,3.21474,0.764117,8.61212,0.0173429,6.2453,0.122157,6.27211,0.0236335,6.24668
222.052,3.23696,0.770339,2.2981,3.22035,0.766423,8.61635,3.16248,0.867154,8.58954,3.21433,0.764553,8.61497,0.0170661,6.24175,0.122144,6.26856,0.023354,6.24313
222.072,3.23378,0.771464,2.2914,3.21838,0.768465,8.62982,3.16057,0.869249,8.60301,3.21237,0.766598,8.62844,0.0156895,6.22158,0.122154,6.24839,0.0219586,6.22296
222.092,3.23268,0.772425,2.2893,3.21741,0.769445,8.63635,3.15963,0.870256,8.60953,3.2114,0.767579,8.63496,0.0155546,6.21295,0.122094,6.23977,0.0218224,6.21434
222.113,3.23226,0.773601,2.2892,3.21571,0.771145,8.64777,3.15798,0.872004,8.62096,3.20971,0.769282,8.64639,0.0167287,6.20143,0.123294,6.22824,0.022966,6.20281
222.13,3.23223,0.774226,2.2901,3.21541,0.771447,8.64981,3.15768,0.872313,8.623,3.2094,0.769584,8.64843,0.0170504,6.20029,0.123205,6.2271,0.0232979,6.20167
222.143,3.23226,0.774827,2.2914,3.21467,0.772167,8.65471,3.15696,0.873054,8.62789,3.20866,0.770305,8.65332,0.0177903,6.19669,0.12377,6.22351,0.024027,6.19808
222.147,3.23231,0.77538,2.2931,3.21442,0.772406,8.65634,3.15672,0.8733,8.62953,3.20842,0.770545,8.65496,0.018129,6.19676,0.123702,6.22357,0.0243749,6.19814
222.174,3.23223,0.776327,2.2964,3.2146,0.773227,8.58843,3.15586,0.876073,8.64098,3.20854,0.771278,8.58636,0.017903,6.26797,0.125627,6.21542,0.0242268,6.27004
222.185,3.232,0.776738,2.2977,3.2142,0.773674,8.59128,3.15543,0.876498,8.64383,3.20814,0.771725,8.58922,0.0180664,6.26642,0.125757,6.21387,0.0243867,6.26848
222.204,3.2316,0.777119,2.2988,3.21339,0.774564,8.59699,3.15458,0.877344,8.64955,3.20733,0.772617,8.59493,0.018395,6.26181,0.126406,6.20925,0.0246901,6.26387
222.225,3.22965,0.778253,2.3037,3.21187,0.776204,8.6076,3.15297,0.878903,8.66015,3.20581,0.77426,8.60554,0.0178959,6.2561,0.126528,6.20355,0.0241664,6.25816
222.235,3.22814,0.77925,2.3095,3.2114,0.776705,8.61087,3.15248,0.879379,8.66342,3.20534,0.774762,8.6088,0.0169359,6.25863,0.125504,6.20608,0.0232362,6.2607
222.245,3.22746,0.779815,2.3128,3.21069,0.777454,8.61576,3.15173,0.88009,8.66831,3.20464,0.775513,8.6137,0.01693,6.25704,0.125656,6.20449,0.0232202,6.2591
222.255,3.22685,0.780413,2.3164,3.20903,0.779194,8.62719,3.14998,0.881741,8.67974,3.20298,0.777256,8.62512,0.0178608,6.24921,0.127186,6.19666,0.024077,6.25128
222.28,3.22633,0.781051,2.3203,3.20879,0.77944,8.62882,3.14972,0.881974,8.68137,3.20274,0.777502,8.62675,0.0176189,6.25148,0.126706,6.19893,0.0238599,6.25355
222.316,3.22538,0.783102,2.3335,3.20671,0.781537,8.64187,3.14754,0.883962,8.69443,3.20067,0.779603,8.63981,0.0187341,6.25163,0.127405,6.19907,0.0249601,6.25369
222.327,3.22482,0.784635,2.3445,3.20595,0.782292,8.64187,3.14674,0.884677,8.69443,3.19991,0.78036,8.63981,0.019009,6.26263,0.126903,6.21007,0.0252718,6.26469
222.337,3.22455,0.784879,2.3472,3.20581,0.782434,8.64187,3.14659,0.884811,8.69443,3.19977,0.780502,8.63981,0.0188952,6.26533,0.126742,6.21277,0.0251631,6.26739
222.357,3.22422,0.784986,2.3496,3.20453,0.783708,8.64187,3.14524,0.886018,8.69443,3.19849,0.781779,8.63981,0.0197293,6.26773,0.128236,6.21517,0.0259275,6.26979
222.367,3.22383,0.785012,2.3521,3.20439,0.78385,8.64187,3.14509,0.886152,8.69443,3.19835,0.781921,8.63981,0.0194768,6.27023,0.128174,6.21767,0.0256692,6.27229
222.378,3.22295,0.78507,2.3578,3.20377,0.784463,8.64187,3.14445,0.886733,8.69443,3.19773,0.782536,8.63981,0.0191837,6.27593,0.128444,6.22337,0.0253402,6.27799
222.398,3.22212,0.785511,2.3651,3.2003,0.789929,8.64083,3.14405,0.888861,8.69229,3.19429,0.787993,8.63856,0.0222593,0.00427387,0.129523,6.23281,0.0279423,0.00653535
222.428,3.22123,0.787071,2.3744,3.19955,0.790686,8.64083,3.14325,0.889577,8.69229,3.19353,0.788751,8.63856,0.0219863,0.0135739,0.128796,6.24211,0.0277519,0.0158354
222.435,3.22089,0.787723,2.3749,3.1994,0.790827,8.64083,3.1431,0.889712,8.69229,3.19339,0.788893,8.63856,0.0217143,0.0140739,0.12827,6.24261,0.0275296,0.0163354
222.449,3.22048,0.788383,2.3741,3.19817,0.792057,8.64083,3.14181,0.890877,8.69229,3.19216,0.790125,8.63856,0.0226088,0.0132739,0.129205,6.24181,0.0283726,0.0155354
222.464,3.21998,0.789017,2.3723,3.19803,0.792198,8.64083,3.14166,0.891011,8.69229,3.19202,0.790268,8.63856,0.0221846,0.0114739,0.128598,6.24001,0.0279936,0.0137354
222.469,3.21881,0.790105,2.3684,3.19765,0.792577,8.64083,3.14126,0.89137,8.69229,3.19164,0.790647,8.63856,0.0213005,0.00757387,0.127545,6.23611,0.0271715,0.00983535
222.479,3.21817,0.790553,2.3671,3.19713,0.793097,8.64083,3.14071,0.891862,8.69229,3.19112,0.791168,8.63856,0.0211934,0.00627387,0.127526,6.23481,0.0270555,0.00853535
222.5,3.21693,0.79135,2.3667,3.19566,0.794562,8.64083,3.13917,0.893251,8.69229,3.18965,0.792636,8.63856,0.0215084,0.00587387,0.12818,6.23441,0.0273025,0.00813535
222.52,3.21637,0.791733,2.3675,3.19523,0.794987,8.64083,3.13872,0.893655,8.69229,3.18923,0.793063,8.63856,0.0213877,0.00667387,0.128131,6.23521,0.0271753,0.00893535
222.541,3.21549,0.792503,2.3703,3.19362,0.796594,8.64083,3.13703,0.895178,8.69229,3.18762,0.794673,8.63856,0.0222533,0.00947387,0.129226,6.23801,0.0279588,0.0117354
222.56,3.21515,0.792921,2.3717,3.19353,0.796688,8.64083,3.13693,0.895268,8.69229,3.18753,0.794768,8.63856,0.0219521,0.0108739,0.128818,6.23941,0.0276884,0.0131354
222.562,3.21483,0.793399,2.3729,3.19338,0.79683,8.64083,3.13678,0.895402,8.69229,3.18738,0.79491,8.63856,0.0217153,0.0120739,0.128438,6.24061,0.0274839,0.0143354
222.581,3.21449,0.793939,2.374,3.19177,0.798436,8.64083,3.13508,0.896925,8.69229,3.18578,0.79652,8.63856,0.023154,0.0131739,0.130042,6.24171,0.028825,0.0154354
222.612,3.21272,0.796296,2.3762,3.19106,0.799145,8.64083,3.13434,0.897597,8.69229,3.18507,0.79723,8.63856,0.0218403,0.0153739,0.128083,6.24391,0.0276642,0.0176354
222.625,3.21151,0.797241,2.3764,3.19018,0.799102,8.64742,3.13276,0.900059,8.69085,3.18419,0.797129,8.64603,0.021407,0.00898278,0.129508,6.24555,0.0273143,0.0103665
222.662,3.20909,0.79861,2.3737,3.18942,0.799853,8.64742,3.13197,0.900777,8.69085,3.18343,0.797882,8.64603,0.0197115,0.00628278,0.128008,6.24285,0.0256696,0.0076665
222.703,3.20823,0.799418,2.3727,3.18794,0.801308,8.64742,3.13043,0.902168,8.69085,3.18196,0.799339,8.64603,0.0203761,0.00528278,0.128883,6.24185,0.0262734,0.0066665
222.707,3.2076,0.800502,2.374,3.1877,0.801543,8.64742,3.13018,0.902392,8.69085,3.18172,0.799574,8.64603,0.0199235,0.00658278,0.127968,6.24315,0.0258976,0.0079665
222.713,3.20714,0.801793,2.3771,3.18599,0.803233,8.64742,3.12839,0.904008,8.69085,3.18,0.801266,8.64603,0.0212058,0.00968278,0.129037,6.24625,0.0271443,0.0110665
222.764,3.20542,0.804129,2.3813,3.18498,0.804218,8.64742,3.12734,0.90495,8.69085,3.179,0.802252,8.64603,0.0204331,0.0138828,0.127518,6.25045,0.0264805,0.0152665
222.774,3.20473,0.804479,2.3805,3.18413,0.805062,8.64742,3.12645,0.905758,8.69085,3.17815,0.803098,8.64603,0.0206166,0.0130828,0.12801,6.24965,0.0266241,0.0144665
222.805,3.20321,0.804889,2.3775,3.18279,0.806375,8.64742,3.12505,0.907015,8.69085,3.17681,0.804413,8.64603,0.0204706,0.0100828,0.1286,6.24665,0.0263989,0.0114665
222.846,3.20076,0.805884,2.3743,3.18112,0.808016,8.64742,3.12331,0.908585,8.69085,3.17515,0.806056,8.64603,0.0197541,0.00688278,0.128632,6.24345,0.0256151,0.0082665
222.859,3.20027,0.807026,2.3768,3.1817,0.806428,8.65512,3.12319,0.909461,8.68962,3.1757,0.804452,8.65388,0.018578,0.00167556,0.128193,6.24718,0.0246974,0.00292154
222.866,3.2,0.808638,2.3812,3.18122,0.806894,8.65512,3.12269,0.90991,8.68962,3.17522,0.804918,8.65388,0.0188607,0.00607556,0.127405,6.25158,0.0250515,0.00732154
222.886,3.19985,0.809518,2.3835,3.17978,0.808292,8.65512,3.1212,0.911258,8.68962,3.17378,0.806318,8.65388,0.0201151,0.00837556,0.128595,6.25388,0.0262655,0.00962154
222.927,3.19808,0.812082,2.3865,3.17761,0.810389,8.65512,3.11897,0.91328,8.68962,3.17162,0.808418,8.65388,0.0205343,0.0113756,0.12845,6.25688,0.0267066,0.0126215
